400   255.4368279    
600   255.4368279    
800   255.4368279    
1000   255.4368279    
1200   255.7372187    
1400   255.9613706    
1600   255.9613706    
1800   255.9613706    
2000   255.9613706    
2200   255.9613706    
2400   255.9613706    
2600   255.9759588    
2800   255.9759588    
3000   255.9759588    
3200   255.9852011    
3400   255.9909471    
3600   255.9934976    
3800   255.9934976    
4000   255.9997822    
4200   255.9997822    
4400   255.9997822    
4600   255.9998552    
4800   255.9998575    
5000   255.9999795    
5200   255.9999795    
5400   255.9999795    
5600   255.9999799    
5800   255.9999799    
6000   255.9999981    
6200   255.9999991    
6400   255.9999991    
6600   255.9999991    
6800   255.9999991    
7000   255.9999991    
7200   255.9999997    
7400   255.9999999    
7600   255.9999999    
7800   256            
8000   256            
8200   256            
8400   256            
8600   256            
8800   256            
9000   256            
9200   256            
9400   256            
9600   256            
9800   256            
10000   256            
10200   256            
10400   256            
10600   256            
10800   256            
11000   256            
11200   256            
11400   256            
11600   256            
11800   256            
12000   256            
12200   256            
12400   256            
12600   256            
12800   256            
13000   256            
13200   256            
13400   256            
13600   256            
13800   256            
14000   256            
14200   256            
14400   256            
14600   256            
14800   256            
15000   256            
15200   256            
15400   256            
15600   256            
15800   256            
16000   256            
16200   256            
16400   256            
16600   256            
16800   256            
17000   256            
17200   256            
17400   256            
17600   256            
17800   256            
18000   256            
18200   256            
18400   256            
18600   256            
18800   256            
19000   256            
19200   256            
19400   256            
19600   256            
19800   256            
20000   256            
20200   256            
20400   256            
20600   256            
20800   256            
21000   256            
21200   256            
21400   256            
21600   256            
21800   256            
22000   256            
22200   256            
22400   256            
22600   256            
22800   256            
23000   256            
23200   256            
23400   256            
23600   256            
23800   256            
24000   256            
24200   256            
24400   256            
24600   256            
24800   256            
25000   256            
25200   256            
25400   256            
25600   256            
25800   256            
26000   256            
26200   256            
26400   256            
26600   256            
26800   256            
27000   256            
27200   256            
27400   256            
27600   256            
27800   256            
28000   256            
28200   256            
28400   256            
28600   256            
28800   256            
29000   256            
29200   256            
29400   256            
29600   256            
29800   256            
30000   256            
30200   256            
30400   256            
30600   256            
30800   256            
31000   256            
31200   256            
31400   256            
31600   256            
31800   256            
32000   256            
32200   256            
32400   256            
32600   256            
32800   256            
33000   256            
33200   256            
33400   256            
33600   256            
33800   256            
34000   256            
34200   256            
34400   256            
34600   256            
34800   256            
35000   256            
35200   256            
35400   256            
35600   256            
35800   256            
36000   256            
36200   256            
36400   256            
36600   256            
36800   256            
37000   256            
37200   256            
37400   256            
37600   256            
37800   256            
38000   256            
38200   256            
38400   256            
38600   256            
38800   256            
39000   256            
39200   256            
39400   256            
39600   256            
39800   256            
40000   256            
